file_name,duration,tempo,harmonic_ratio,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,spectral_bandwidth_mean,spectral_contrast_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std
sample.wav,5.0,198.76802884615384,0.8519325,2244.2646509918013,403.5232392902649,5049.8850504557295,993.9771307556357,0.060587565104166664,0.021319608456467083,2504.489895401336,22.61955569653113,-103.408005,39.68785,86.34989,16.11031,-9.501775,14.978235,35.834152,7.554076,8.277543,8.8863735,20.669718,8.718824,-3.350958,9.690234,10.3218,7.632659,0.25663954,7.438162,14.21695,7.396835,-1.7144556,6.104993,11.666864,6.5072417,-5.833561,6.334167,0.7022508,0.23718993,0.5042703,0.21980439,0.3776556,0.20956567,0.44147125,0.23621315,0.45898342,0.2877298,0.3140362,0.20570365,0.4367654,0.21408418,0.39648983,0.20011963,0.53534585,0.27616704,0.5724124,0.26760235,0.6636163,0.1660114,0.8802026,0.17730623
